strain,GISAID_id
A/Santiago/81906/2022,EPI_ISL_14923306
A/Bangladesh/2001/2022,EPI_ISL_16836555
A/District Of Columbia/10/2022,EPI_ISL_11533923
A/Netherlands/02108/2022,EPI_ISL_16504372
A/Netherlands/00992/2023,EPI_ISL_17076181
A/Wisconsin/32/2023,EPI_ISL_17559513
A/Singapore/SAR3741/2022,EPI_ISL_13655554
A/Connecticut/11/2022,EPI_ISL_12713491
A/Singapore/SAR4138/2022,EPI_ISL_13655555
A/Singapore/SAR4143/2022,EPI_ISL_13655556
A/Singapore/SAR5445/2022,EPI_ISL_13655557
A/Singapore/SAR5825/2022,EPI_ISL_13655558
A/Singapore/SAR6833/2022,EPI_ISL_13655559
A/Nagasaki/21FS016/2022,EPI_ISL_15259145
A/Bangladesh/2658/2022,EPI_ISL_16836585
A/New York/09/2023,EPI_ISL_16834541
A/Michigan/60/2022,EPI_ISL_15928862
A/Qatar/10-VI-22-1619238/2022,EPI_ISL_13817405
A/Bangladesh/1052/2022,EPI_ISL_16836592
A/Bangladesh/2612/2022,EPI_ISL_16836594
A/Pakistan/GIHSN/ICT/1465/2023,EPI_ISL_17276916
A/Bangladesh/2447/2022,EPI_ISL_16836595
A/Bangladesh/1765/2022,EPI_ISL_16836598
A/Bangladesh/2569/2022,EPI_ISL_16836599
A/Cote D'Ivoire/3969/2022,EPI_ISL_16834556
A/Norway/19139/2022,EPI_ISL_14712351
A/Santiago/66055/2022,EPI_ISL_16848399
A/Talca/42490/2022,EPI_ISL_14899181
A/Victoria/2/2022,EPI_ISL_11499449
A/SouthAfrica/PET24942/2022,EPI_ISL_15724536
A/Rhode Island/05/2022,EPI_ISL_10827708
A/Rhode Island/02/2022,EPI_ISL_9631625
A/SAO PAULO/CEVI_2200871/2022,EPI_ISL_18374202
A/SAO PAULO/CEVI_2200878/2022,EPI_ISL_18374207
A/Macedonia/IPH-MKD-288SARI/2022,EPI_ISL_16699347
A/SAO PAULO/CEVI_2200862/2022,EPI_ISL_18374198
A/Bhutan/0465/2022,EPI_ISL_16836143
A/Chile/9522/2022,EPI_ISL_17102390
A/Ontario/RV00333/2022,EPI_ISL_14198763
A/Reunion/HCL023041568401/2022,EPI_ISL_17694265
A/SAO PAULO/CEVI_2200853/2022,EPI_ISL_18374191
A/Santiago/66602/2022,EPI_ISL_16848442
A/Sydney/536/2023,EPI_ISL_18165332
A/SaudiArabia/1155/2022,EPI_ISL_17049164
A/SaudiArabia/2439/2022,EPI_ISL_17049167
A/Seoul/116/2022,EPI_ISL_16922190
A/Seoul/117/2022,EPI_ISL_16922191
A/Sejong/204/2022,EPI_ISL_16922188
A/Wairarapa/1/2022,EPI_ISL_14225289
A/FVG-Trieste/391/2022,EPI_ISL_14213000
A/Bangladesh/9034/2022,EPI_ISL_16836177
A/Wellington/2/2022,EPI_ISL_14225293
A/PAKISTAN/GIHSN/ICT/1029/2023,EPI_ISL_16973397
A/Ulsan/180/2022,EPI_ISL_16922203
A/Seoul/76/2022,EPI_ISL_16922200
A/Ulsan/144/2022,EPI_ISL_16922201
A/Ulsan/64/2022,EPI_ISL_16922206
A/Victoria/88/2022,EPI_ISL_14161797
A/Ulsan/57/2022,EPI_ISL_16922204
A/Victoria/834/2022,EPI_ISL_14225336
A/Bhutan/1331/2022,EPI_ISL_16836196
A/South Africa/R02866/2023,EPI_ISL_17890936
A/Victoria/4474/2022,EPI_ISL_14991245
A/Wellington/30/2022,EPI_ISL_14225321
A/Wellington/29/2022,EPI_ISL_14225320
A/Victoria/900/2022,EPI_ISL_12851125
A/Wellington/34/2022,EPI_ISL_14225323
A/Victoria/821/2022,EPI_ISL_12851126
A/Wellington/33/2022,EPI_ISL_14225322
A/Victoria/4365/2022,EPI_ISL_14225325
A/Washington/16/2022,EPI_ISL_12715958
A/Victoria/4321/2022,EPI_ISL_14225324
A/Daegu/78/2022,EPI_ISL_16922228
A/Victoria/978/2022,EPI_ISL_12851122
A/Victoria/4359/2022,EPI_ISL_14225326
A/Victoria/955/2022,EPI_ISL_12851123
A/Daejeon/46/2022,EPI_ISL_16922232
A/Philippines/40/2022,EPI_ISL_16873082
A/Gangwon/44/2022,EPI_ISL_16922238
A/South Africa/R04092/2023,EPI_ISL_18165353
A/Wellington/24/2022,EPI_ISL_14225317
A/Wellington/13/2022,EPI_ISL_14225316
A/Gangwon/42/2022,EPI_ISL_16922236
A/Gangwon/43/2022,EPI_ISL_16922237
A/Alaska/09/2022,EPI_ISL_13285192
A/Gwangju/52/2022,EPI_ISL_16922246
A/Gwangju/53/2022,EPI_ISL_16922247
A/Gwangju/50/2022,EPI_ISL_16922244
A/Gwangju/51/2022,EPI_ISL_16922245
A/Gwangju/54/2022,EPI_ISL_16922251
A/Gwangju/72/2022,EPI_ISL_16922254
A/Gwangju/73/2022,EPI_ISL_16922255
A/Gwangju/68/2022,EPI_ISL_16922253
A/Trujillo/TRU02634/2022(H3N2),EPI_ISL_17321624
A/Trujillo/TRU02645/2022(H3N2),EPI_ISL_17321625
A/Gwangju/74/2022,EPI_ISL_16922256
A/Trujillo/TRU02691/2022(H3N2),EPI_ISL_17321626
A/Trujillo/TRU02715/2022(H3N2),EPI_ISL_17321627
A/Trujillo/TRU02724/2022(H3N2),EPI_ISL_17321628
A/Trujillo/TRU02727/2022(H3N2),EPI_ISL_17321629
A/Togo/890/2022,EPI_ISL_14212941
A/Bangladesh/0033/2022,EPI_ISL_16836247
A/Jeju/48/2022,EPI_ISL_16922266
A/Trujillo/TRU02604/2022(H3N2),EPI_ISL_17321616
A/Bhutan/0456/2022,EPI_ISL_12187425
A/Trujillo/TRU02605/2022(H3N2),EPI_ISL_17321617
A/Trujillo/TRU02611/2022(H3N2),EPI_ISL_17321618
A/Trujillo/TRU02614/2022(H3N2),EPI_ISL_17321619
A/Trujillo/TRU02618/2022(H3N2),EPI_ISL_17321620
A/Trujillo/TRU02624/2022(H3N2),EPI_ISL_17321621
A/Togo/852/2022,EPI_ISL_14212933
A/Trujillo/TRU02631/2022(H3N2),EPI_ISL_17321622
A/Michigan/83/2022,EPI_ISL_16201577
A/Trujillo/TRU02633/2022(H3N2),EPI_ISL_17321623
A/Victoria/2122/2023,EPI_ISL_18214585
A/Bangladesh/8008/2022,EPI_ISL_16836270
A/BREST/01230/2023,EPI_ISL_16979633
A/New Zealand/3766/2022,EPI_ISL_16383820
A/Washington/42/2022,EPI_ISL_14950225
A/Seoul/893/2023,EPI_ISL_17591994
A/Washington/40/2022,EPI_ISL_14950237
A/Victoria/2637/2023,EPI_ISL_18484902
A/New Zealand/3980/2022,EPI_ISL_16383813
A/New Zealand/0306/2022,EPI_ISL_16383802
A/PuertoMontt/71529/2022,EPI_ISL_14923552
A/Norway/09908/2023,EPI_ISL_18450140
A/Khanty-Mansiysk/RII-MH133419S/2023,EPI_ISL_17796810
A/South Africa/R03153/2023,EPI_ISL_17891030
A/Khanty-Mansiysk/RII-MH133417S/2023,EPI_ISL_17796809
A/Oregon/83/2022,EPI_ISL_16830151
A/SaoPaulo/0002-IBTEC/2022,EPI_ISL_18005722
A/Togo/28/2023,EPI_ISL_17981150
A/Togo/159/2023,EPI_ISL_17981148
A/Togo/420/2023,EPI_ISL_17981149
A/SHIMANE/2/2022,EPI_ISL_16545580
A/South Africa/R03006/2023,EPI_ISL_17891009
A/YANAO/41-1V/2022,EPI_ISL_15853344
A/MIE/1/2022,EPI_ISL_16545578
A/NAGANO/2205/2022,EPI_ISL_16545572
A/NAGANO/2206/2022,EPI_ISL_16545574
A/KANAGAWA/IC2201/2022,EPI_ISL_16545570
A/Togo/882/2022,EPI_ISL_14212920
A/New Zealand/3932/2022,EPI_ISL_16383770
A/Saint-Petersburg/RII-191/2022,EPI_ISL_17710825
A/SouthSudan/631/2023,EPI_ISL_18325247
A/Togo/629/2022,EPI_ISL_14212912
A/Togo/0765/2023,EPI_ISL_18374385
A/SouthSudan/635/2023,EPI_ISL_18325246
A/Togo/744/2022,EPI_ISL_14212913
A/SouthSudan/653/2023,EPI_ISL_18325245
A/Togo/753/2022,EPI_ISL_14212914
A/SouthSudan/654/2023,EPI_ISL_18325244
A/SouthSudan/649/2023,EPI_ISL_18325242
A/Togo/769/2022,EPI_ISL_14212917
A/Togo/861/2022,EPI_ISL_14212918
A/Valparaiso/59490/2022,EPI_ISL_14892812
A/Togo/869/2022,EPI_ISL_14212919
A/Bahrain/9934/2023,EPI_ISL_17981154
A/Cameroon/541/2023,EPI_ISL_18167524
A/Cameroon/1742/2023,EPI_ISL_18167526
A/Massachusetts/33/2023,EPI_ISL_18374379
A/Abu Dhabi/4513/2023,EPI_ISL_17981158
A/Togo/887/2022,EPI_ISL_14212909
A/Bangladesh/8016/2022,EPI_ISL_16836342
A/Togo/666/2022,EPI_ISL_14212911
A/Niger/2420/2022,EPI_ISL_17100540
A/Niger/2492/2022,EPI_ISL_17100541
A/Saint-Petersburg/RII-14137S/2023,EPI_ISL_17710837
A/Sydney/609/2023,EPI_ISL_18214638
A/Niger/2262/2022,EPI_ISL_17100537
A/Guyane/017/2023,EPI_ISL_17100538
A/Wisconsin/60/2023,EPI_ISL_18374375
A/Hong Kong/4801/2014 egg,EPI_ISL_176512
A/Texas/50/2012 X-223A,EPI_ISL_138982
A/Switzerland/9715293/2013,EPI_ISL_166310
A/Hong Kong/45/2019,EPI_ISL_347938
A/Singapore/INFIMH-16-0019/2016,EPI_ISL_225834
A/Switzerland/9715293/2013 NIB-88,EPI_ISL_198223
A/Hong Kong/4801/2014,EPI_ISL_165554
A/Cambodia/e0826360/2020,EPI_ISL_944639
A/Singapore/INFIMH-16-0019/2016 X-307A,EPI_ISL_293527
A/Texas/50/2012,EPI_ISL_122006
A/Darwin/9/2021,EPI_ISL_2233240
A/Darwin/6/2021,EPI_ISL_3534319
A/Kansas/14/2017,EPI_ISL_292575
A/Kansas/14/2017 X-327,EPI_ISL_346457
A/Thailand/8/2022,EPI_ISL_16014504
A/Hong Kong/2671/2019,EPI_ISL_400888
A/Cambodia/e0826360/2020 egg,EPI_ISL_806547
